web-scraper-start-url,project-name,project-description,project-team,devpost-link,project-related-link
"https://trons3.devpost.com/project-gallery","PoO","Claim the ownership of your prized possessions - your NFTs!","Hirangi Pandya,Lajja Vaniya,Deepak Rathore","https://devpost.com/software/poo-wsble3","poo-delta.vercel.app,https://poo-delta.vercel.app/,GitHub Repo,https://github.com/Lajja123/PoO"
"https://trons3.devpost.com/project-gallery","KNIGHTINY","Cross-Metaverse Free Play And Earn Battle Royale","Leo Berber,Ovpavia","https://devpost.com/software/knightiny","knightiny.gitbook.io,https://knightiny.gitbook.io/knightiny/,knightiny.webflow.io,https://knightiny.webflow.io/,linktr.ee,https://linktr.ee/knightiny"
"https://trons3.devpost.com/project-gallery","Naboxwallet","Nabox is a cross-chain DID application built for Web3. With Nabox, you can manage assets across different blockchains whether for DeFi, GameFi, NFTs, and other use cases that come up.","Nabox wallet,wei zhou","https://devpost.com/software/naboxwallet","GitHub Repo,https://github.com/naboxwallet"
"https://trons3.devpost.com/project-gallery","Miscanthus Finance","Expirable futures contracts on TRON. Represented as NFTs, bringing compostability to the ecosystem.","Bartosz Gacek","https://devpost.com/software/miscantus-finance-13pisc","miscanthus.finance,https://miscanthus.finance/"
"https://trons3.devpost.com/project-gallery","Kezayya","Kezayya is a web3 project with the aim of helping users store files and share them in a user-friendly manner. It is a web3 version of google drive or dropbox on BitTorrent Chain(BTTC).","Augustine Onuora","https://devpost.com/software/kezayya-urf41y","GitHub Repo,https://github.com/holyaustin/kezayya123,kezayya123.vercel.app,https://kezayya123.vercel.app/"
"https://trons3.devpost.com/project-gallery","A2N Finance - Subscription & Recurring Payment on BTTC","We build recurring payments using cryptocurrencies with small hidden fees, high security, and decentralized.","John Anselm,levi a2n","https://devpost.com/software/a2n-finance-subscription-recurring-payment-on-bttc","app.a2n.finance,https://app.a2n.finance,GitHub Repo,https://github.com/a2nfinance/app,testnet.bttcscan.com,https://testnet.bttcscan.com/address/0x06b1D06b7faaEA8045788F9910b084Fa2C766a6D#code"
"https://trons3.devpost.com/project-gallery","goStables","Decentralized Stablecoins For The Caribbean","wes Cosmic,mypttwo","https://devpost.com/software/gostables","gostables.org,https://gostables.org,app.gostables.org,https://app.gostables.org,GitHub Repo,https://github.com/orgs/gostables/repositories,docs.gostables.org,https://docs.gostables.org/"
"https://trons3.devpost.com/project-gallery","Chimeras","Chimeras Metaverse is a Tier-1 free-to-play & play-to-earn game with integrated DeFi farming and NFTs.","Mary Che,Juli To the Moon","https://devpost.com/software/chimeras","chimeras.io,https://chimeras.io,chimeras.io,https://chimeras.io/download,GitHub Repo,https://github.com/Red-Pill-Dev/chim-chain,chimeras.io,https://chimeras.io/catalog,discord.com,https://discord.com/invite/gFrwfWHgyT,nile.tronscan.org,https://nile.tronscan.org/#/contract/TGWHhz8tcrRccAWiyhVaXoj4dGcfTBxNNc/code"
"https://trons3.devpost.com/project-gallery","DeadOrWounded","Dead or Wounded (DOW) is a play-to-earn decentralised game where players can earn DOW tokens (Dead or Wounded dApp native token).","Priyanka0022-ctrl Sharma","https://devpost.com/software/deadorwounded-g27jbt","deadorwounded.vercel.app,https://deadorwounded.vercel.app/,GitHub Repo,https://github.com/AbdulrasheedAdediran/dead-or-wounded"
"https://trons3.devpost.com/project-gallery","CryptoBlessing","Blessing is the most universal human expression of emotion, and we are NFTizing it.","Yang Qu","https://devpost.com/software/cryptoblessing","cryptoblessing.app,https://cryptoblessing.app/,tron.cryptoblessing.app,https://tron.cryptoblessing.app/,whitepaper.cryptoblessing.app,https://whitepaper.cryptoblessing.app/,GitHub Repo,https://github.com/crypto-blessing/blessing-dapp-near,near.cryptoblessing.app,https://near.cryptoblessing.app/"
"https://trons3.devpost.com/project-gallery","Leading Edge","Leading-edge is a next-generation e-commerce platform for vendors, where they can display their goods and access fast payment from customers into their vendor wallets via the Tron network.","Kingsley Chuwkuemeka","https://devpost.com/software/leading-edge","leadingedgeweb3.netlify.app,https://leadingedgeweb3.netlify.app,GitHub Repo,https://github.com/ChukwuemekaKingsley/LeadingEdge"
"https://trons3.devpost.com/project-gallery","GalaxyBlitz","A massive multiplayer battle strategy game where you lead the descendants of humanity to establish a new empire!","Milli Zhang","https://devpost.com/software/galaxyblitz",""
"https://trons3.devpost.com/project-gallery","ShuoCIAL - Social NFT Dapp with Gamification","Chapter 1 - SELECTION :Inviting people to join the network and get rewarded","Dale Watson","https://devpost.com/software/shuocial-social-nft-dapp-with-gamification","shuocial.xyz,https://shuocial.xyz,shuocial.com,https://shuocial.com,gitlab.com,https://gitlab.com/dellwatson/shuocial-dapp"
"https://trons3.devpost.com/project-gallery","KnowledgeSwap","Ask any question on the blockchain, and answer any question to gain cryptocurrency tokens. Utilize this decentralized application to increase your level of education or run a side gig.","Omar Rady,Omer Kandemir","https://devpost.com/software/knowledgeswap","knowledgeswap-app-btt-testnet.vercel.app,https://knowledgeswap-app-btt-testnet.vercel.app/,GitHub Repo,https://github.com/Omar-HeshamR/KnowledgeSwap_BTTC_testnet,drive.google.com,https://drive.google.com/file/d/1we-LNCtzEgUfn9xRWqJpw1kgQgwf6z1l/view?usp=sharing,forum.trondao.org,https://forum.trondao.org/t/knowledgeswap-learn-share-gain/13042"
"https://trons3.devpost.com/project-gallery","Nusic Cloud","A simple platform where anyone comes mint their Music as NFT quickly sells and buys others' music while simultaneously enjoying the vibes of tunes.","mr optimised","https://devpost.com/software/nusic-cloud","nusiccloud.vercel.app,https://nusiccloud.vercel.app/"
"https://trons3.devpost.com/project-gallery","Fuzzy Ocean","An Ultra Multi Chain NFT marketplace for the community by the community. Focusing to give easy entry to the NFT marketplace for designers and projects. Offering different levels of support to creators","Monst3r  MF,Line Hammett,Fuzzy Ocean","https://devpost.com/software/fuzzy-ocean","marketplace.fuzzyocean.com,https://marketplace.fuzzyocean.com/"
"https://trons3.devpost.com/project-gallery","Cukies World – Cooperative Mode","Join your friends – or other random users – and discover the secrets of the Infinite Archipelago and the dungeons with your teammates.","Iñaki Guinea,Jaume Ramos Moreso,Maria Navarro,Fernando dos Santos Claro,Jon Mikel Perello,Fran Gomez,Carlos Rivera,Alina Hernandez","https://devpost.com/software/cukies-world-cooperative-mode","cukies.s3.eu-west-3.amazonaws.com,https://cukies.s3.eu-west-3.amazonaws.com/game/cukiesworld-hackathon-tron-3.zip,marketplace.cukies.world,https://marketplace.cukies.world,cukies.world,https://cukies.world"
"https://trons3.devpost.com/project-gallery","Laputa - cross margin leverage yield farming","Laputa is a cross-margin leverage yield farming protocol that empowers users to maximize their capital efficiency and supports them with various strategy vaults to neutralize market exposure.","Uzi J,Lynn H,Larry Kim,Horizon Lee,Hukudome NEX","https://devpost.com/software/laputa-cross-margin-leverage-yield-farming","laputa.finance,https://laputa.finance/,drive.google.com,https://drive.google.com/file/d/1kvuIu15pccJMAnglSlqk2SRv17KRjCzi/view?usp=sharing"
"https://trons3.devpost.com/project-gallery","Mobula","Mobula - decentralized multi-chain data ecosystem.","Sacha Marcus","https://devpost.com/software/mobula","mobula.fi,https://mobula.fi"
"https://trons3.devpost.com/project-gallery","Cybersecurity Through TRON","With Leverage of TRON network and its capabilities, we are able to address critical cybersecurity problems of Today.  Main problem is centralization. Solution is to decentralize.","Avinash Nutalapati,SAI KUMAR ALE,Shweta Mishra","https://devpost.com/software/cybersecurity-through-tron","drive.google.com,https://drive.google.com/file/d/1RbT99GWjTpRq0rYrREBxpNIrWoQjVWQc/view?usp=sharing"
"https://trons3.devpost.com/project-gallery","GreenDAO","Empower your community with TRON","MD Baha Uddin","https://devpost.com/software/wavedata","GitHub Repo,https://github.com/457ksnider/GreenDAO,greendao-tron.vercel.app,https://greendao-tron.vercel.app"
"https://trons3.devpost.com/project-gallery","TronVerse","TronVerse is a web3 gaming ecosystem that focuses on delivering fun and exciting web2 gameplay while seamlessly integrating web3 components in order to facilitate web3 gaming adoption.","TronVerse Management","https://devpost.com/software/tronverse-2q9sva","play.tronbullclub.com,https://play.tronbullclub.com/,Google Play Store,https://play.google.com/store/search?q=tronverse&c=apps&gl=us"
"https://trons3.devpost.com/project-gallery","PuzzleX, the BTFS on Demand Out-of-the-box Solution","Harness the power of BTFS, the world's first scalable decentralized storage system. Plugin into custom APIs & SDKs, access the unparalleled storage security and pay as you go.","David Tacer,Dr. Tali Rezun,Sara Verhnjak,Simon Furman","https://devpost.com/software/puzzlex-the-btfs-on-demand-out-of-the-box-solution","docs.google.com,https://docs.google.com/document/d/1yDuuPNqER2eXBeIzwY4MzCD8V-H9NN8LiXFtZEaqkRo/edit?usp=sharing,puzzlex.vercel.app,https://puzzlex.vercel.app/"
"https://trons3.devpost.com/project-gallery","Oracula - The Oracle for Everything","Our oracle allows anyone to ask any binary question, and get a result on-chain in a reliable way. This is achieved by utilizing game theoretic concepts, together with the power of a distributed token.","Adam Henderson","https://devpost.com/software/oracula-the-oracle-for-everything","www.oracula.xyz,https://www.oracula.xyz/,GitHub Repo,https://github.com/laplacesdemon420/oracula"
"https://trons3.devpost.com/project-gallery","Elk Finance","Developing cross-chain infrastracture for investors & businesses to move between blockchains. Our technology creates increased access to the DeFi landscape for investors, institutions, & developers.","Fiats Judas,Greg Elk,Shylo Cliffe (Snake),Pyro Squid,Michelangelo Elk,Baal Elk","https://devpost.com/software/elk-finance","app.elk.finance,https://app.elk.finance,docs.elk.finance,https://docs.elk.finance/for-developers/bridge-as-a-service-baas"
"https://trons3.devpost.com/project-gallery","Rubic","Rubic is a One-Click Cross-Chain Swap service with $256M+ worth of assets swapped thus far. Rubic enables the swapping of 17,000+ tokens across 18 blockchains.","ottebrut,Stanislav Iliutkin,Dmitrii Sleta,Vladislav Yaroshuk,Andrey Aksenov","https://devpost.com/software/rubic-9qz1bh","app.rubic.exchange,https://app.rubic.exchange/?from=USDT&fromChain=POLYGON&toChain=TRON&amount=30&to=TRX"
"https://trons3.devpost.com/project-gallery","TGallery","Admire your NFTs in a shareable 3D Gallery","Ilse T.","https://devpost.com/software/tgallery","tgallery.io,https://tgallery.io"
"https://trons3.devpost.com/project-gallery","NEFTME – From people to people.","NEFTME is a social network dapp, based on the “Connection Economy” concept, where its users can monetize by creating content in NFT format, as well as CHALLENGE each other in exchange for tokens.","Gonçalo Marques,Alex Rodriguez,joao rodrigues,Luís Neves,João  Domingos,Marco Barbosa,Valter Silva,Andreas Vilela,Valter Silva","https://devpost.com/software/neftme","neftme.com,http://neftme.com,GitHub Repo,https://github.com/NEFTME,twitter.com,https://twitter.com/neftme"
"https://trons3.devpost.com/project-gallery","Keysafe Protocol","Keysafe provides the most secure, private, and confidential Account Abstraction paradigm allowing users to access Web3 world by using their Web2 accounts.","kbroflovski,yyd106 Dean","https://devpost.com/software/keysafe-protocol-l28c0o","unilogin-demo.vercel.app,https://unilogin-demo.vercel.app/#/login-home"
"https://trons3.devpost.com/project-gallery","Financial Market NFT","This collection was made with great dedication, creativity and respect... so that the individual can experience this market (cryptocurrencies, stocks, forex...).","Imagination Paper NFT,familyp_ oficial","https://devpost.com/software/financial-market-nft-dev1lz","sites.google.com,https://sites.google.com/view/fmnft"
"https://trons3.devpost.com/project-gallery","MoonBiz","DEX on BTTC","Louis Grolleau","https://devpost.com/software/moonbiz",""
"https://trons3.devpost.com/project-gallery","The Invoicer","The Invoicer is an invoicing system running on Tron, designed to provide safety and traceability for every payment","The Invoicer","https://devpost.com/software/the-invoicer","GitHub Repo,https://github.com/Basel-Pierce/theinvoicer"
"https://trons3.devpost.com/project-gallery","JustPush - Push notifications for the TRON Ecosystem","JustPush is a communication protocol that enables notifications for dapps wallets and services.","Irshad N","https://devpost.com/software/justpush-push-notifications-for-the-tron-ecosystem","justpush.app,https://justpush.app/,docs.justpush.app,https://docs.justpush.app/,GitHub Repo,https://github.com/justpush-protocol/contracts,GitHub Repo,https://github.com/justpush-protocol/node,GitHub Repo,https://github.com/justpush-protocol/sdk,GitHub Repo,https://github.com/justpush-protocol/frontend,GitHub Repo,https://github.com/justpush-protocol/discord-bot,GitHub Repo,https://github.com/justpush-protocol/telegram-bot"
"https://trons3.devpost.com/project-gallery","Galaxy Throne","Galaxy Throne it's a sci-fi web3 strategy multiplayer game, players will be able to occupy planets, craft buildings and space ships, engage in space warfare and form alliances to conquer the Galaxy","marcoruggeri Ruggeri,Ender Mat,Massimiliano Albini","https://devpost.com/software/galaxygon","galaxythrone-dapp.vercel.app,https://galaxythrone-dapp.vercel.app/"
"https://trons3.devpost.com/project-gallery","SaTT","Farm Your Social Networks","Louis Grolleau,Rania Morheg,Hamdi Belkahla,Laurent Stefanini,Stéphanie Vester,Dhia Touati,Karim Ben Aziza,Rania Triki,Maïssa Ben Kilani,tfdyfy tfyfty,imen haddaji,Haythem  Rzig,chaima mekni,mariem GANZOUI,Geoffrey Moya,marwa Abidi,Caroline Muraccioli,Wajdi Ouji,hassen kachouri","https://devpost.com/software/satt","dapp.satt.com,https://dapp.satt.com,satt.com,https://satt.com,GitHub Repo,https://github.com/SaTT-Wallet"
"https://trons3.devpost.com/project-gallery","Electronic Medicine Trial and Test Records as a Service","Developer tools to enable visualization, management for developers to build solutions in medicine, healthcare, improve transparency in drug testing with Ethereum, Near and Tron DAO eco-system tools.","Deepti Gupta,Manu Gupta","https://devpost.com/software/ethercare","sites.google.com,https://sites.google.com/view/emttrservice/home,GitHub Repo,https://github.com/aspiringsecurity/EMTTR,GitHub Repo,https://github.com/seetadev/EtherGlance,drive.google.com,https://drive.google.com/drive/folders/1Pk_JUngaOuO49nFRAn6MJgkvKGnlUA7V,GitHub Repo,https://github.com/aspiringsecurity/Medical-Counselor,sites.google.com,https://sites.google.com/view/electronichealthrecords/home"
"https://trons3.devpost.com/project-gallery","dCloud","Are you tired of online data leaks and big companies owning your data? At dCloud we provide cloud storage without compromising your ID & preferences while keeping our services fully decentralized.","Simbad Marino","https://devpost.com/software/dcloud","GitHub Repo,https://github.com/simbadMarino/dCloud"
"https://trons3.devpost.com/project-gallery","RecycleTRON","RecycleTRON is a decentralized carbon influenced marketplace that incentivizes plastic/carbon reduction for everyone","Chul Ahn","https://devpost.com/software/recycletron","GitHub Repo,https://github.com/chulahn/RecycleTRON"
"https://trons3.devpost.com/project-gallery","Falt","Falt introduces on-chain governance for fractional ownership of a physical asset, starting with contemporary artworks.","Jung Kim","https://devpost.com/software/falt","falt.app,https://falt.app"
"https://trons3.devpost.com/project-gallery","Tron Direct Debit","Thing of a better way to make payment. There are some interesting tech that already exist as design(meaning Direct Debit Payment) and build on top of that concept but adapted to the blockchain tech.","Constantin Pricope","https://devpost.com/software/tron-direct-debit","tron-direct-debit.vercel.app,https://tron-direct-debit.vercel.app/,GitHub Repo,https://github.com/Direct-Debit-Crypto/tronDirectDebit"
"https://trons3.devpost.com/project-gallery","Iamgroot","Iamgroot - an interactive web platform to learn, play and collaborate.","Sagar Reddy","https://devpost.com/software/iamgroot",""
"https://trons3.devpost.com/project-gallery","Cryptoday","3d cartoon","First Wave","https://devpost.com/software/cryptoday","tronscan.org,https://tronscan.org/#/contract/TMXgwjJsCFVLwTdCjSC7qsaGVnemo4kxRd/code"
"https://trons3.devpost.com/project-gallery","Classic Chords","Unleash The Artist In You & Make Your Own Web3 Music.","Akash Palan,Rahul Rajan","https://devpost.com/software/classic-chords","tron-classic-chords-eight.vercel.app,https://tron-classic-chords-eight.vercel.app/"
"https://trons3.devpost.com/project-gallery","Tron Development Kit ( TDK )","TDK  is a developer kit that allows developers to build scalable applications using Tron without making configurations from scratch making development fast and simple.","Qudusayo Abdulqudus","https://devpost.com/software/tron-development-kit-tdk","GitHub Repo,https://github.com/Qudusayo/tdk-server"
"https://trons3.devpost.com/project-gallery","BlockShop","BlockShop is an NFT marketplace / LaunchPad on the Polygon/Ethereum network","Kelzleo kelvin","https://devpost.com/software/blockshop-xyhrwn","blockshop-nine.vercel.app,https://blockshop-nine.vercel.app/,GitHub Repo,https://github.com/Kelzleo/blockshop"
"https://trons3.devpost.com/project-gallery","AVATRX","No code platform to create and deploy your dynamic NFTs on TRON chain.","Shashank Jagannatham,Pradeep Varma","https://devpost.com/software/avtrx",""
"https://trons3.devpost.com/project-gallery","Tron Prize Pool","A prize pool that gets the price of TRX from WINkLink every round in a certain time and whoever guess the correct price can split the balance of the pool.","ShuaJJ Jiang","https://devpost.com/software/tron-prize-pool","tron-prize-pool.surge.sh,https://tron-prize-pool.surge.sh,GitHub Repo,https://github.com/ShuaJJ/tron-prize-pool"
"https://trons3.devpost.com/project-gallery","Nexus","Nexus is a TRON-native metaverse marketplace for creators and game developers to create, trade, and showcase tokenized 3D assets for the metaverse on the TRON blockchain.","Tim Nelson,Alex van Beurden","https://devpost.com/software/nexus-8cvu05","nexusverse.app,https://nexusverse.app/"
"https://trons3.devpost.com/project-gallery","Roblox Killer - New Roblox on Chain for Grown-ups","New Roblox on Chain for Grown-ups. A game design, publishing and distribution platform, based on AI and blockchain, turning metaverse into web3 services. Become the Roblox Killer.","H.E. Seigneur","https://devpost.com/software/roblox-killer-new-roblox-on-chain-for-grown-ups","Google Play Store,https://play.google.com/store/apps/details?id=com.planet.second,preupdate.planet2nd.com,https://preupdate.planet2nd.com/Planet2ndInstall.exe,tron.planet2nd.com,https://tron.planet2nd.com/player,docs.google.com,https://docs.google.com/presentation/d/1m-qXRM9itU-BW9cfnSM8L0Giuo3aXP8db0-4Fb3bPZk,youtube.com,https://youtube.com/channel/UCa2pliOUh-yfsqeeG8zXdhg/videos,GitHub Repo,http://github.com/t2p-meta"
"https://trons3.devpost.com/project-gallery","tstron","TypeScript is one of the most popular languages now for some reason and de facto primary web development language. Blockchain devs should not stay behind!","Terliakov Stanislav","https://devpost.com/software/tstron","GitHub Repo,https://github.com/sterliakov/tronweb/"
"https://trons3.devpost.com/project-gallery","ArtBeat","A new way for a better artwork ecosystem","adin ilham fahrezi,Mochammad Fadjar Duwi Laksono,albar elfauzan,Jonindo Pasaribu","https://devpost.com/software/art-beat","www.figma.com,https://www.figma.com/file/hnTxPs2zqC66B2TQ75bakG/ARTBEAT?node-id=0%3A1&t=5yusUSwGtjnctP8G-0,artbeat.tech,https://artbeat.tech,forum.trondao.org,https://forum.trondao.org/uploads/short-url/ehKRQzg9kjWGry5cI7csQQoMoKK.pdf"
"https://trons3.devpost.com/project-gallery","Tronql","We need api for different Tron projects. We try to provide faster and better api calling","Anton FerumFlex","https://devpost.com/software/tronql","tronql-nile.ferumflex.com,https://tronql-nile.ferumflex.com/,GitHub Repo,https://github.com/FerumFlex/tronql"
"https://trons3.devpost.com/project-gallery","Exon Center","First DeFi project with smart NFT that has real collateral","Borys Sorokin,Viktor Manin,tschernysh rudik","https://devpost.com/software/exon-center-rn41pm","app.exoncenter.com,https://app.exoncenter.com,GitHub Repo,https://github.com/exon-center"
"https://trons3.devpost.com/project-gallery","Tron HeartBeat","Automatically Distribute Your Crypto Assets Upon Death.","Riley K9","https://devpost.com/software/heartbeat-hy1pib","GitHub Repo,https://github.com/RileyK9/Tron-HeartBeat"
"https://trons3.devpost.com/project-gallery","Tracy","Tracy is a service to get current and historical DEX price data. On Top of this data we build an arbitrage bot.","Ludwig Joseph,Alexander Krahl,Sono Willbrand","https://devpost.com/software/tracy","GitHub Repo,https://github.com/daubit/tron-tracy"
"https://trons3.devpost.com/project-gallery","NFTD STABLECOIN","YIELD BEARING STABLECOIN BACKED BY LAND&ETH","Petr Krulis","https://devpost.com/software/nftd-stablecoin-krgjyw","rad-truffle-c76806.netlify.app,https://rad-truffle-c76806.netlify.app/"
"https://trons3.devpost.com/project-gallery","Eagle Eye","...ensuring web3 space is safer even for your grandPa","Eugene Precious Femi,segun stephen","https://devpost.com/software/eagle-eye-6nh1oe","GitHub Repo,https://github.com/stevegee1/Eagle_Eye,xd.adobe.com,https://xd.adobe.com/view/52a7e95e-79c7-4b7e-b415-7ed817c627a2-07f4/screen/9910a440-422f-40aa-b8c5-0e5b7bb7e2b5?fullscreen&hints=off,eagle-eye.vercel.app,https://eagle-eye.vercel.app/"
"https://trons3.devpost.com/project-gallery","Bunny Notes  -A Gift Card and Cash Note Protocol","A simple to use decentralized Cryptographic Note protocol that works with Zero-Knowledge Proofs and allows creating Gift Cards and Cash Notes that can be transferred offline or spent","Peter Horvath","https://devpost.com/software/bunny-notes","bunnynotes.finance,https://bunnynotes.finance,GitHub Repo,https://github.com/StrawberryChocolateFudge/Bunny-Notes,GitHub Repo,https://github.com/StrawberryChocolateFudge/bunny-notes-express-relayer,forum.trondao.org,https://forum.trondao.org/t/bunny-notes-a-zero-knowledge-proof-based-gift-card-and-cash-note-protocol/10427"
"https://trons3.devpost.com/project-gallery","Uruz Finance","Decentralized platform that allows supplying and borrowing of assets.","Sim Tzu Jye","https://devpost.com/software/uruz-finance","uruz.finance,https://uruz.finance/,GitHub Repo,https://github.com/calmrejoice/uruz-finance-tron-interface,GitHub Repo,https://github.com/calmrejoice/uruz-finance-tron-protocol,GitHub Repo,https://github.com/calmrejoice/uruz-finance-landing"
"https://trons3.devpost.com/project-gallery","Zyfty - Private, Liquid Tokenized Real Estate","Zyfty acquires homes, mints tokens and sells tradable tokenized residential real estate and NFTs on the Zyfty Marketplace - where crypto owners can make purchases directly from their wallets.","Denzell Ford,Jeff Woerner,Sriram Vishwanath","https://devpost.com/software/zyfty-private-liquid-tokenized-real-estate","zyfty.io,https://zyfty.io"
"https://trons3.devpost.com/project-gallery","Giga Tron TV","There is still demand for passive video entertainment. In a multi-tasking world, people enjoy TV in the background. Hence, we have built a TV system built entirely on Tron Nile TestNet.","Khirupa Raj Thomas Paulraj,Vignesh Siva Patturajan","https://devpost.com/software/giga-tron-tv-h2mlvx","master.d2qtbu8udqlbdx.amplifyapp.com,https://master.d2qtbu8udqlbdx.amplifyapp.com/"
"https://trons3.devpost.com/project-gallery","Willow","Willow is a solution that allows people contribute to the ecosystem by planting and they earn tokens, alongside mint unique NFTs of their plant.","Saheed Lukman,Aroyewon Temitope,Chukwuka Okorie","https://devpost.com/software/willow-befqck","willow-nu.vercel.app,https://willow-nu.vercel.app/"
"https://trons3.devpost.com/project-gallery","Obelisk","Obelisk  is metaverse blockchain game, where user can play solo or PvP in multiplayer with voice chat, earn free daily reward, buy coins with decentralised finance and get NFT 1155 in game item.","Jig P","https://devpost.com/software/hanging-tower","bafybeibyehhsxz2rsebjh2f4ovjrbxclqav2acsqcjx6gngg2vdut22ydi.ipfs.gateway.valist.io,https://bafybeibyehhsxz2rsebjh2f4ovjrbxclqav2acsqcjx6gngg2vdut22ydi.ipfs.gateway.valist.io/"
"https://trons3.devpost.com/project-gallery","WaveData","Your data is the cure! Decentralized marketplace for clinical trials with the power of TRON","Jill Thijssen,Lian Kuiper,Tiffani Snider,MD Baha Uddin,Steve Thijssen","https://devpost.com/software/heracoin-aq4g2n","wave-data-tron.vercel.app,https://wave-data-tron.vercel.app/,GitHub Repo,https://github.com/zakirhossen5/WaveData"
"https://trons3.devpost.com/project-gallery","HolaChain, TRON L1 Secured W2W dChat Communication Framework","TRON L1-secured dChat infrastructure that enables immutable E2EE W2W on-chain communication, while it pioneers the way for 1000s of dChat dApps Blum on Web3, via SDKs & White-labels.","Dr. Tali Rezun,Denis Jazbec,Andrej Gorenjak","https://devpost.com/software/holachain-tron-l1-secured-w2w-dchat-communication-framework","tron.4thtech.io,https://tron.4thtech.io/,GitHub Repo,https://github.com/4thtech,chrome.google.com,https://chrome.google.com/webstore/detail/fourwal-4thtech-wallet/ahcefhodjjnpmeeaghfhocjiicghdcbn?hl=en&authuser=5"
"https://trons3.devpost.com/project-gallery","AssureDocs","Batch document generation and verification made faster and simpler like never before. Generate and store your important documents on blockchain and never stress about forgery or tampering ever again.","Arunava Barua,Dhruv Rashiya","https://devpost.com/software/assuredocs","assuredocs.netlify.app,https://assuredocs.netlify.app,GitHub Repo,https://github.com/rashiyadhruv/TRON-frontend-certificate-generation-and-verification"
"https://trons3.devpost.com/project-gallery","PlayNFT","PlayNFT is a tool for Content Creators to create multi-chain NFTs with game utility.","Xavier Moore","https://devpost.com/software/playnft","www.playnft.io,https://www.playnft.io"
"https://trons3.devpost.com/project-gallery","SyntheX","Derivatives Trading on Tron: Trustless Synthetic Asset Issuance and Trading Protocol backed by TRON and USDD","Himanshu Sawarkar,Mubashir Zebi,Prasad Kumkar","https://devpost.com/software/synthex","synthex.finance,http://synthex.finance/,GitHub Repo,https://github.com/synthe-x,forum.trondao.org,https://forum.trondao.org/t/synthex-derivatives-trading-platform/9824,drive.google.com,https://drive.google.com/file/d/1jK-UEriq8FwuhEkcp4QyygetUrjHyveg/view?usp=sharing,twitter.com,https://twitter.com/synthe_x"
"https://trons3.devpost.com/project-gallery","OpenATM","Do-It-Yourself Tron ATM","Open ATM","https://devpost.com/software/openatm","GitHub Repo,https://github.com/Open-ATM/Open-ATM"
"https://trons3.devpost.com/project-gallery","Crypto Donutz - Receive crypto donations in a smart way!","Web3 donation platform for streamers and content creators. Start accepting crypto donations, display donation alerts, create NFT-badges and assign them to your active supporters. Have fun!","Nick  Mazur","https://devpost.com/software/crypto-donutz-receive-crypto-donations-in-a-smart-way-xf7ljm","cryptodonutz.xyz,https://cryptodonutz.xyz/"
"https://trons3.devpost.com/project-gallery","TronBearyClub by NewEra lab","NFT + GameFi project","Danil Galimullin","https://devpost.com/software/tronbearyclub-6gjpr5","tronbearyclub.com,http://tronbearyclub.com"
"https://trons3.devpost.com/project-gallery","RentWeb3","We are aiming to provide a marketplace to rent Web3 assets like NFTs and Dapps , backed up by IPFS and Smart contracts.","Seemal Arif,Umar Khatab","https://devpost.com/software/rentweb3-rijw1p","rent-web3.vercel.app,https://rent-web3.vercel.app,GitHub Repo,https://github.com/umaresso/Rent-web3"
"https://trons3.devpost.com/project-gallery","motoDEX","MotoDEX is a competitive simulator in which users participate in motorcycle races and improve tracks. The continuous cycle of competitions opens up unlimited opportunities for users to earn money.","oleksiivinogradov Vynogradov","https://devpost.com/software/motodex","motodex.openbisea.com,https://motodex.openbisea.com"
"https://trons3.devpost.com/project-gallery","B4B.WORLD","Web3 Influencer Ads platform with reputation-based rewards based on BTTC blockchain.","Anton Pecherkin,Gregory Melnikov,Ann Chuhnina","https://devpost.com/software/b4b-world-bu5qsn","testnet-bttc-influencer.b4b.app,https://testnet-bttc-influencer.b4b.app,testnet-bttc-brand.b4b.app,https://testnet-bttc-brand.b4b.app,gitlab.com,https://gitlab.com/b4b-world/b4b-contracts"
"https://trons3.devpost.com/project-gallery","NFT E(AR)TH & NFTD STABLECOIN BACKED BY VIRTUAL LAND","NFT E(AR)TH & NFTD STABLECOIN BACKED BY VIRTUAL LAND","Petr Krulis,Arin Dewangan,Petar Todorov,Memo Allocates","https://devpost.com/software/nft-e-ar-th-nftd-stablecoin-backed-by-virtual-land-2o4kfe","earthverse.netlify.app,https://earthverse.netlify.app/,GitHub Repo,https://github.com/arindewangan/earthverse"
"https://trons3.devpost.com/project-gallery","Cactus Chain","Connecting Initiatives towards a more Sustainable Community","Alejandro Zadik","https://devpost.com/software/green-greet","GitHub Repo,https://github.com/AleZadik/CactusChain,cactuschain.appspot.com,https://cactuschain.appspot.com/,cactuschain.com,https://cactuschain.com/cc"
"https://trons3.devpost.com/project-gallery","Shatranj","The classic game of chess with a modern prize for winning.","Aditi Saxena","https://devpost.com/software/troncheck-io","GitHub Repo,https://github.com/fixermann/Chesstrx"
"https://trons3.devpost.com/project-gallery","Charmel","Build Web3 Membership Communities","Developer Developer","https://devpost.com/software/charmel","charmel.xyz,https://charmel.xyz"
"https://trons3.devpost.com/project-gallery","SecureLEND","SecureLEND - The Most Secure Lending Protocol","Amrit Jain","https://devpost.com/software/securelend","securelend.xyz,https://securelend.xyz,docs.securelend.xyz,https://docs.securelend.xyz"
